ImageId,x,y,z
ID_56f04da06,22.0332,10.0072,46.6539
ID_760ab0b99,-20.0681,10.0069,58.5251
ID_c34d42a95,10.2243,10.0062,52.39
ID_f35236347,-10.5374,10.0061,52.9684
ID_859c51c1e,-7.3995,10.0061,52.983
ID_af9275390,-10.885,10.0059,53.5336
ID_018444fd9,-24.9712,10.0057,60.2212
ID_88fe7d53e,-7.3367,10.0057,58.4171
ID_689978d47,-2.56084,10.0052,51.511
ID_a7f98119b,-10.6528,10.0045,60.392
ID_dcecaf2dc,-32.5601,10.0043,60.5401
ID_d658070f9,10.6504,10.004,46.7902
ID_2d11bdde9,18.5872,10.0036,47.5033
ID_debe1f005,13.1067,10.0033,57.7412
ID_db25c79af,-15.4025,10.0032,54.8094
ID_07768e7f7,5.03897,10.0029,52.7741
ID_7c80ca14d,-6.73356,10.0028,54.1604
ID_36f916919,-4.20573,10.0028,55.7929
ID_9a44a546e,10.6409,10.0027,53.9304
ID_87da04061,3.11601,10.0026,49.138
ID_f67cd0ee0,-28.158,10.0024,56.0101
ID_b41a27831,7.03781,10.002,53.1212
ID_c362edf42,4.18152,10.0019,51.1021
ID_9718bad18,-5.16639,10.0019,58.2224
ID_62dbcc5ad,-11.0005,10.0013,56.3231
ID_1cc8e893f,1.56224,10.0009,53.1397
ID_5f6526a36,-13.8655,10.0007,55.6856
ID_457f10d0d,11.6589,10.0006,51.2376
ID_63d83b60d,-18.8027,10.0004,65.3611
ID_beb896c8d,-20.3363,10.0003,61.9292
ID_eb37b53de,-0.329833,10.0003,52.7882
ID_7270e9976,-25.4351,10.0003,62.3668
ID_1d5831703,-11.6431,9.99992,56.186
ID_00e75d794,15.7275,9.99936,49.1726
ID_27bb017bc,-6.54332,9.99924,60.0492
ID_f9b2c4de5,-3.0087,9.99923,53.4072
ID_fc949ae29,15.4167,9.99907,48.2724
ID_69ec33200,12.2634,9.99888,47.6352
ID_53513821f,-30.8115,9.99841,62.1681
ID_a65b3aab1,-36.6328,9.99822,59.3598
ID_439db4dcc,-4.64412,9.99812,53.6496
ID_a1dded014,-18.7877,9.99807,53.9939
ID_6c4cb7231,7.13364,9.99805,49.7438
ID_e08c826f8,-2.65651,9.99801,51.3952
ID_bf1a2af2b,-31.9995,9.99783,57.9358
ID_c8303bad2,5.49958,9.99727,50.946
ID_6b1b20a14,-4.117,9.99712,54.3173
ID_2bcb687ef,11.1028,9.99686,53.0713
ID_a022e27f8,14.9701,9.99546,46.1389
ID_a217be693,-3.56977,9.99527,56.1098
ID_77e0c92bd,13.3516,9.99514,50.2412
ID_a0e81170a,12.988,9.99477,49.0315
ID_55a11025e,-31.0639,9.99439,60.6281
ID_9908fdacb,20.1136,9.99397,46.9479
ID_982500bea,22.3992,9.99373,49.3726
ID_72ea1d9ad,20.137,9.99298,50.3593
ID_240e204c5,26.6182,9.99296,51.6761
ID_f681b269f,-5.33972,9.99278,49.9205
ID_4e7f1973f,-36.5833,9.99251,61.1415
ID_89fb77521,0.151216,9.99229,53.5087
ID_132459560,25.1699,9.99173,43.7075
ID_431ded309,-16.7842,9.99168,60.5159
ID_017f67322,-23.8529,9.9916,61.5987
ID_33d42e307,-8.20665,9.99115,54.5723
ID_bf55168ee,11.808,9.99103,59.6072
ID_b7cc36df2,-9.3108,9.9907,54.0431
ID_c16c679f5,16.4269,9.99029,48.2998
ID_0f41eb066,26.8633,9.98996,44.139
ID_58fe0d75c,4.36341,9.98904,53.3426
ID_89853791b,16.5302,9.98849,53.8394
ID_acf886408,13.7577,9.98821,48.4592
ID_cf8806418,-0.873895,9.98769,57.3847
ID_d84f5ff4d,-1.71564,9.98681,55.3574
ID_82f97f58d,10.2412,9.98616,54.247
ID_e463040d2,7.50229,9.98565,51.8192
ID_c7b3222d2,-4.26009,9.98521,55.4243
ID_922e2e356,-10.1695,9.98485,55.5488
ID_df1df8559,7.58755,9.98435,46.5194
ID_737d84822,-9.65871,9.9841,52.343
ID_8ab0251db,-4.79258,9.98349,55.4097
ID_015b4ccf6,4.26668,9.98315,53.6855
ID_a6e808768,3.35286,9.98259,51.5321
ID_4f5209afd,-3.71172,9.98257,56.3767
ID_12d3580ab,-20.2368,9.98235,56.5833
ID_5953b5675,5.4282,9.98193,52.7994
ID_8e1497d10,1.22377,9.98104,50.7911
ID_9161dc66d,-4.88015,9.98023,53.5947
ID_86c193ff5,-18.3522,9.98016,54.4229
ID_8dd5eb87f,17.3642,9.97995,43.7428
ID_1a1248f32,-0.867428,9.97976,52.4481
ID_e3189e567,6.21004,9.97942,50.6563
ID_de7a9d47f,-1.07594,9.97938,53.2184
ID_d2108dfe0,-11.9932,9.97929,55.1214
ID_ed6b58836,16.1685,9.9788,48.4486
ID_e662fcb78,25.1378,9.97859,48.1444
ID_8b529bfaa,-1.32299,9.97837,53.3419
ID_de3d48153,14.1428,9.97827,50.5241
ID_c3371e8eb,-1.34661,9.97818,53.6744
ID_27bb017bc,-26.9153,9.97771,62.1755
ID_53845cad9,13.8144,9.97744,49.5762
ID_23102d40e,12.4139,9.97713,50.6345
ID_2c4df84fe,-10.5226,9.97712,54.7196
ID_d69b9d9bd,-3.71401,9.97654,55.4294
ID_d44bbe32c,0.490198,9.97653,54.1035
ID_9155829ff,-20.2883,9.97643,60.0108
ID_6dedebc94,-4.18706,9.97597,55.9589
ID_b06a5c779,12.6729,9.97547,51.3521
ID_a5c2c76a4,-9.80655,9.97473,53.6873
ID_27acaaa8a,2.93957,9.97422,51.3289
ID_2b72f9eb7,11.0945,9.97416,48.3738
ID_b81c8b72e,4.81672,9.97407,51.1585
ID_24a0c6ef3,-15.0131,9.97342,56.3242
ID_5fafab4ad,24.1665,9.97334,46.826
ID_a6878449d,-10.2963,9.97332,58.457
ID_7e321c4e5,24.3737,9.97307,46.8431
ID_3bd351c83,-2.07563,9.97298,55.4562
ID_4c8c3ca34,-5.89178,9.97234,58.4022
ID_9dd13f8b5,-24.4826,9.97216,61.121
ID_88c4f24bb,2.52388,9.97208,52.0628
ID_2e03e9d63,5.21595,9.97158,49.3968
ID_fa2998277,27.1841,9.9714,47.1857
ID_efcff451a,10.9034,9.97089,49.1842
ID_1e6124fbd,2.80106,9.97053,53.2171
ID_257297c0d,-10.8584,9.97026,52.8291
ID_736396a86,-24.9176,9.97006,63.4178
ID_2aeb24764,-5.42029,9.97003,52.4617
ID_9e6e1ad85,-24.8923,9.97001,61.3121
ID_d5858f18d,29.4003,9.96966,43.9864
ID_460fb532b,2.52369,9.9692,53.4355
ID_f388a7b94,-10.3361,9.96872,58.5095
ID_1930bfd10,-14.8219,9.96833,58.1414
ID_220d8fcbc,11.7912,9.96832,47.0837
ID_3507e3624,-35.0384,9.96819,63.3358
ID_98ea4135e,-13.3869,9.968,56.2938
ID_901fa9e6c,25.1832,9.96768,52.5198
ID_df7886a2e,-4.67695,9.96741,57.1156
ID_d470f4110,-3.03024,9.96724,55.2533
ID_7b9cab32f,12.6311,9.9671,47.4094
ID_1fdccb4bb,-27.8378,9.96696,57.6125
ID_4a7460195,-15.6311,9.96668,55.9637
ID_4e3f74279,-8.86106,9.9664,62.0284
ID_a3361ff94,-3.36851,9.96632,50.3405
ID_a6feccd4b,4.84283,9.96629,48.759
ID_0330b1db3,-10.7329,9.96556,54.9097
ID_83037d345,4.66877,9.96536,52.6853
ID_8b68340de,2.4418,9.96528,49.9158
ID_bff365e13,-2.59855,9.96401,55.0355
ID_22991937c,13.9149,9.96399,48.7408
ID_7bec261bc,15.8275,9.96365,42.8087
ID_27f9ecfe1,-6.82327,9.96263,53.5517
ID_7f1cefbdf,-18.2782,9.96253,51.0592
ID_fdbe1a8b2,-5.28322,9.96197,53.7772
ID_d8280136c,-23.4685,9.96173,59.9549
ID_82f97f58d,-0.0679835,9.96165,55.2725
ID_1879bd6eb,-6.99152,9.96103,53.5953
ID_9aadf2e49,-2.35611,9.96017,54.9937
ID_fb4ab2e51,-26.9149,9.96008,59.2214
ID_a0e9954a3,-10.0611,9.95965,56.5736
ID_9d3e927b1,4.25531,9.95954,54.4125
ID_3f88af6f4,-13.699,9.95918,67.6052
ID_776cc0ca6,6.39603,9.95859,51.934
ID_c7861ca2c,-2.80999,9.95765,53.5361
ID_fdf86a38d,0.418116,9.9574,50.8669
ID_f822fc646,4.44798,9.95707,52.5962
ID_9ee67eb8f,-9.17671,9.95694,53.0728
ID_1a17ab455,6.68432,9.95622,50.5824
ID_73adb1eba,-9.29344,9.9557,50.6358
ID_801d013ae,2.7072,9.95554,51.465
ID_a4c618cd2,-13.408,9.95549,57.7782
ID_a212af6c5,-0.733055,9.95464,56.2307
ID_d0af23855,6.67666,9.95455,53.1166
ID_243ea86e6,-7.10658,9.9542,51.0717
ID_341cdfe12,-0.985621,9.95406,52.8067
ID_c227d8ef8,4.81728,9.95383,51.5391
ID_10de9f13f,-26.8672,9.95347,57.619
ID_a175115c1,-1.20543,9.95334,52.4065
ID_1f6f194d4,-17.4816,9.95318,58.9174
ID_cdf1a9272,-11.2537,9.95304,55.101
ID_691428efb,-32.5729,9.95302,59.2271
ID_047cb5288,-11.4435,9.95296,53.651
ID_c39aa96e7,-19.6688,9.95285,57.1894
ID_4d2762e25,19.515,9.95271,56.3602
ID_72a3a6bc6,12.1207,9.95156,51.7131
ID_bdbf83fd6,2.82334,9.95121,52.8183
ID_4ca7b780a,-33.1455,9.95035,59.1214
ID_685ca61ce,-14.5378,9.95029,57.8264
ID_62d8d50b8,-19.963,9.95019,57.1226
ID_af9275390,10.8197,9.94999,47.2875
ID_7224bbbaf,-13.7994,9.9497,58.3502
ID_cd09cc695,-37.8445,9.94896,62.8644
ID_e0e259f8e,-9.70537,9.94888,59.1077
ID_33d42e307,-4.76193,9.94783,53.7911
ID_af613fd61,-14.6572,9.94773,62.3652
ID_f711925ee,1.79815,9.94693,52.2181
ID_e31aff9bf,-17.2658,9.94612,58.2788
ID_737d84822,21.7734,9.94602,47.6289
ID_ffaf41103,-8.78228,9.94526,53.6502
ID_efcff451a,22.819,9.9446,45.7429
ID_93de661e1,-18.5729,9.94443,64.2335
ID_b9fd09100,-3.54596,9.94443,55.0088
ID_d30191d93,-19.2534,9.94431,58.2015
ID_12edfcf52,5.79522,9.94409,50.9952
ID_3ea678dcc,-39.3074,9.94387,59.655
ID_5d4ab3dd2,6.79779,9.94356,50.1615
ID_8d324f009,24.7371,9.94201,37.3958
ID_d82d8b697,-6.41992,9.94155,53.6273
ID_07375a6d5,-29.5225,9.94146,61.1095
ID_03f7fa7d3,14.1799,9.94051,48.3399
ID_795128e61,18.0341,9.9404,47.3302
ID_5fc0d7d14,21.5807,9.93867,49.1062
ID_668ba0bcf,9.00589,9.93851,53.3865
ID_af37d0327,-13.3948,9.93787,56.067
ID_77a720d93,8.90986,9.93776,52.4032
ID_a94a458bd,-6.79678,9.9377,57.5801
ID_d6c8ce873,-2.24284,9.93751,56.6023
ID_1d661691d,4.28277,9.93727,50.6944
ID_cf24730b2,-11.8192,9.93667,53.3742
ID_5953b5675,6.17045,9.93646,49.4271
ID_eb6360dc7,-11.8511,9.93643,62.4223
ID_738a1d889,-32.7071,9.93643,62.3618
ID_237fe5c9d,-4.39331,9.9364,55.137
ID_cbe20c9eb,-35.4495,9.93636,56.8429
ID_bc8c38273,-13.869,9.93588,52.3273
ID_7f12c3653,-18.1053,9.93581,57.5837
ID_5edc91b35,23.2067,9.93547,51.0288
ID_4d4cd04de,19.3412,9.93439,52.9239
ID_3676701ac,0.963946,9.93417,58.9421
ID_c8f83fa91,-22.5588,9.93414,61.8749
ID_3ace73dfd,-5.29567,9.93409,55.3184
ID_166a8c1c5,-18.6837,9.93369,52.5658
ID_befcefadb,-24.7702,9.93367,59.327
ID_22991937c,11.2334,9.93328,50.7934
ID_a212af6c5,29.1257,9.93328,49.1153
ID_d93f8c27c,-0.18715,9.9331,51.1148
ID_427c943c9,5.59795,9.93268,49.8344
ID_eb48eabb4,12.8775,9.93142,49.9971
ID_e02bb6f9f,-5.87176,9.93122,56.6791
ID_a7c9050b8,7.22999,9.93118,52.8147
ID_7344dc5fe,-3.49749,9.93109,55.6921
ID_901fa9e6c,10.9547,9.93102,49.7747
ID_787485a68,1.49224,9.93071,55.8344
ID_faaf92ad0,-14.1489,9.93066,56.433
ID_b6c16c7fb,5.87201,9.93062,52.7056
ID_5463219ec,23.6136,9.93057,51.6582
ID_e4dc75f35,-4.98188,9.93039,51.7078
ID_2d9cba4f6,-1.99799,9.93011,54.2377
ID_e59604e7e,-39.0185,9.9293,65.2291
ID_beaf86342,15.6645,9.9288,49.5831
ID_573b0f3b4,-15.0979,9.9287,52.1572
ID_b35b0971e,-0.872047,9.92861,55.7345
ID_0513c9ece,1.53529,9.92846,51.0134
ID_865e890d6,-11.8451,9.92759,54.6827
ID_a9d36e8db,10.7355,9.92756,50.6231
ID_edc59ace0,7.86694,9.92749,48.4322
ID_c88b10b51,-5.60014,9.92747,56.37
ID_f9b2c4de5,-17.7311,9.92742,56.4704
ID_787885b17,3.08129,9.92698,51.6772
ID_a1f8bbc51,-10.9373,9.92665,55.2477
ID_6bea64f57,1.79204,9.92664,49.5999
ID_94d690cbd,-39.2104,9.92639,61.4541
ID_cd84cf31a,9.42987,9.92636,47.8394
ID_9e403c2d4,1.42942,9.92575,50.7815
ID_f6f4c96aa,13.3629,9.92529,51.2734
ID_bb1b8a4e1,-0.637769,9.92529,55.8291
ID_63fbea26c,5.94362,9.92515,50.7242
ID_32af9d80d,3.84847,9.92429,49.8118
ID_19d6700c7,-18.677,9.9238,63.394
ID_eb76f3fbf,-6.2734,9.92377,50.5685
ID_d8db81e24,3.33634,9.92372,51.4828
ID_d0bb6fcc1,-19.5388,9.92303,55.0787
ID_a94be1fba,-7.39991,9.92297,57.3076
ID_4019d3806,5.78227,9.9228,52.2
ID_3f094f0b3,15.8207,9.92267,45.2849
ID_3ab8bb78c,-28.7821,9.92267,55.7746
ID_2a61dfc74,-27.7419,9.92263,59.8385
ID_a5c2c76a4,4.76257,9.92249,52.4964
ID_d83c8cf22,-27.4163,9.92248,63.2353
ID_95fb26cb2,-18.9337,9.92233,55.1715
ID_e91f42875,27.3641,9.92219,46.0741
ID_72f7c5a14,-43.3255,9.92193,61.9537
ID_75a0aca2d,0.247055,9.92192,50.7275
ID_df8e3b6c2,-25.3258,9.92154,58.8897
ID_6aef44806,1.59569,9.92136,49.1261
ID_0ca978538,-2.14988,9.92124,54.8872
ID_317b0b0ce,23.8431,9.92096,54.7898
ID_2eb8d10ed,-13.1583,9.92059,59.4245
ID_62b4bed34,-13.8325,9.92035,57.8112
ID_38aced769,-20.0982,9.92016,54.8136
ID_a1e4a213c,-31.6455,9.92007,62.2255
ID_2d4d68af5,13.5749,9.91981,47.5764
ID_41dc0d196,-0.167089,9.9198,50.1901
ID_98fd7e955,-8.35821,9.91969,56.0508
ID_25ed82929,3.94681,9.91969,49.785
ID_ad10c787d,-10.6261,9.91919,53.0475
ID_2ec560ad1,27.9602,9.91901,49.0558
ID_06b7202be,-34.0236,9.91844,67.7689
ID_4a9c25597,2.27251,9.91708,53.7154
ID_b65f69aa3,4.18667,9.91692,51.6994
ID_bb852e8ea,-28.7252,9.91682,59.7879
ID_ac4ae22fc,-13.7402,9.91672,55.5385
ID_53513821f,-21.935,9.91661,61.3695
ID_ac4ae22fc,18.2057,9.91608,44.0512
ID_a381bf4d0,-3.32415,9.91577,53.6321
ID_200721cd7,5.6079,9.91577,52.0849
ID_af9275390,11.7946,9.91555,46.4631
ID_d7a2f0248,-3.53785,9.91532,51.1969
ID_018328c9c,-4.607,9.91528,52.85
ID_b488a23cd,-11.4727,9.91461,51.5585
ID_2bcb687ef,3.87681,9.91458,52.5777
ID_0119bb6f9,-31.6834,9.91446,56.6355
ID_80f84e5e3,-5.09694,9.91405,56.256
ID_270cdea39,-8.19773,9.91379,52.9955
ID_4563bc48c,4.83386,9.91378,51.4584
ID_3ddb34495,1.91962,9.91353,58.6121
ID_517579e8b,14.892,9.9135,50.9634
ID_fe31480ff,-3.05586,9.91342,52.6775
ID_145df971b,13.5799,9.91324,48.5396
ID_a1423da15,-2.34372,9.91303,55.9469
ID_b59610148,-19.6714,9.91264,58.7537
ID_e536bac30,-12.9657,9.91239,69.9406
ID_1d5831703,5.3103,9.91193,50.4556
ID_afb7479d8,-30.9301,9.91148,59.0599
ID_a51c1ac13,11.6199,9.91125,48.6254
ID_474e3f373,13.5181,9.91113,46.7771
ID_ba331afc1,7.25943,9.91085,48.8634
ID_c402cfad7,-0.33304,9.9102,51.7532
ID_508a41bea,-5.54095,9.90991,56.2963
ID_6957530bd,6.68425,9.90974,50.974
ID_aa9cc40fc,8.14595,9.9095,50.3355
ID_138f4b5b8,4.18605,9.90919,58.6955
ID_9aa746c56,13.7186,9.90918,48.6124
ID_aab7f9183,5.37045,9.90885,51.4328
ID_cb4f8a19d,-12.3136,9.9087,49.8936
ID_6d5d851a0,8.40316,9.90751,50.6879
ID_6a9de8a13,-25.534,9.90747,60.1927
ID_6faaab2a4,-17.8907,9.90726,66.5311
ID_f7e0cb875,-0.415255,9.90613,54.5905
ID_f078da1c2,4.25183,9.90605,49.2903
ID_44e4eb246,14.7907,9.90544,46.0267
ID_e2f47f356,13.5062,9.90511,49.0999
ID_1aab420a8,-23.9256,9.90484,65.572
ID_12e94fdaf,-14.1262,9.90478,51.1408
ID_325bccf57,2.99095,9.90473,50.1636
ID_cdbc00f91,-15.0055,9.90452,60.2551
ID_412016dff,10.9132,9.90409,49.2056
ID_5bb618ccb,7.37233,9.90399,47.2005
ID_bbe62ed9c,-11.5497,9.90394,53.2974
ID_0b0e588d3,-1.15269,9.90231,55.0483
ID_5b95a8fe8,-2.59558,9.90201,48.9422
ID_55fe0afa5,-13.2686,9.90191,51.2057
ID_92ad9d987,-7.33696,9.90176,53.2943
ID_a6e808768,20.278,9.90104,44.3931
ID_6faaab2a4,-27.4912,9.90061,69.947
ID_4966a9bcc,-21.0935,9.89893,55.6765
ID_bc5effdb6,32.8403,9.89859,43.8585
ID_047cb5288,5.44216,9.89815,51.277
ID_f8876166f,-9.7733,9.89787,57.6034
ID_c54c9be14,-25.6617,9.89783,60.7693
ID_d622b9d15,-3.26038,9.89767,55.7072
ID_1d4d30e44,10.2663,9.89737,52.3162
ID_fbadd0d08,-5.43557,9.89713,54.4149
ID_7db5caa78,-15.2165,9.89693,66.508
ID_75143f7b3,-26.4008,9.89685,58.5165
ID_ecaac434b,5.20728,9.89682,49.619
ID_a0d2d33a3,-0.968328,9.89672,52.9544
ID_5689a0303,-23.8216,9.89627,59.2923
ID_4b013661d,-10.938,9.89598,54.5794
ID_215c46b7e,-27.0251,9.89579,56.7276
ID_fbb61db23,-4.98189,9.89568,55.8914
ID_d454bda49,28.7956,9.89555,50.0565
ID_4d8bc74dc,-10.5821,9.89528,53.5705
ID_10a69aa7c,-24.9447,9.89506,60.5513
ID_410dd715e,-1.60387,9.89506,48.6359
ID_ef5aaa757,-3.54168,9.89503,54.6407
ID_c390063a5,-12.6387,9.89492,52.7824
ID_4daffefa0,12.0665,9.89488,51.3846
ID_32e5bd910,-10.7597,9.89485,54.4634
ID_50997c24e,-32.9107,9.89477,63.8594
ID_138f4b5b8,7.57827,9.89442,56.2352
ID_285a29511,1.56248,9.89399,53.1714
ID_0a944dcb2,11.5667,9.89378,50.542
ID_385b98153,-30.2301,9.89377,65.2501
ID_edd28a56a,-5.24898,9.89334,49.43
ID_c6ee63100,7.66518,9.89263,47.5508
ID_1aab420a8,-19.5603,9.89202,61.8855
ID_1e3d90c90,4.7264,9.89109,49.3804
ID_72ea1d9ad,3.72747,9.89105,50.6713
ID_33013d6c6,1.98844,9.89101,55.3275
ID_0dd0d5ace,-0.279056,9.89043,54.9539
ID_68db82c42,-27.7886,9.89022,64.6772
ID_f42dc37cd,-4.63548,9.88909,58.0724
ID_5e051f8a7,17.0247,9.88887,47.4759
ID_c2708a97f,-12.2224,9.88871,54.92
ID_5c7136d28,-18.3935,9.88787,67.0009
ID_63ed0ec41,-19.3183,9.88709,53.8386
ID_f54503890,12.2673,9.88683,50.8392
ID_e155aa5e6,-0.12354,9.88674,53.8527
ID_5ccfe2c95,-11.1753,9.88584,55.3425
ID_d11b1d009,-4.88531,9.88558,57.6442
ID_6e97f6609,17.4829,9.88515,50.6145
ID_240e204c5,2.62451,9.88489,52.0043
ID_7289e23b1,9.15053,9.88462,50.1385
ID_fbc1916e6,-5.22755,9.88384,52.3295
ID_41db65a68,-8.08557,9.88369,56.4833
ID_0e30ba42f,-7.47061,9.88318,55.0767
ID_85e8c4d85,-5.14066,9.88294,54.6817
ID_51b661aea,-15.2835,9.88293,53.8999
ID_07a37bb6d,-8.22613,9.88287,53.2711
ID_43418db16,-5.33248,9.88274,54.8165
ID_36cc638b0,5.60138,9.8826,50.258
ID_8b6c929ea,17.9039,9.88226,52.0676
ID_a3b475597,13.9208,9.88121,47.6192
ID_75b9f19a4,-30.7435,9.8811,72.4243
ID_07a37bb6d,5.37062,9.88097,48.9255
ID_0e641de60,-9.39773,9.88044,54.6525
ID_2563fd2b2,5.12795,9.8803,50.4171
ID_2818d3565,-11.8978,9.88014,56.8996
ID_dea3c9de4,-13.2827,9.87995,56.3994
ID_b63f4b0ef,10.7127,9.87984,48.0189
ID_c6d2ecd43,-25.8573,9.87896,54.0107
ID_332e05c70,-10.5849,9.87816,58.3893
ID_96f7fd567,-26.5138,9.87808,65.3603
ID_15bc7ccf8,-0.728183,9.87793,51.8693
ID_f1c1cd304,0.315626,9.87757,54.6257
ID_9cd22db32,-3.81834,9.8772,52.6189
ID_75143f7b3,11.0161,9.87717,48.8263
ID_1c7ce36a4,-25.1962,9.87695,58.7052
ID_df3a1dfa3,-13.5912,9.87656,55.6854
ID_c60b3eea2,-17.7118,9.87627,54.1082
ID_297d3bc4c,-15.629,9.87617,61.9965
ID_81f626d61,-32.2396,9.87498,70.405
ID_f674afa31,-21.4316,9.87497,59.2168
ID_fc9d4fc78,20.2667,9.87494,51.7755
ID_5c27caf6b,-4.93734,9.87454,58.4607
ID_e5548f512,-0.430845,9.8743,52.6944
ID_32af9d80d,-33.5367,9.87418,57.8282
ID_ac4ae22fc,20.2821,9.87406,42.7886
ID_b06a5c779,13.9508,9.87352,49.0111
ID_054213276,-15.7659,9.87304,59.3095
ID_e84a4b351,23.3718,9.87199,46.1059
ID_8e1497d10,-6.14244,9.87198,51.8751
ID_587f13689,-0.69489,9.87194,52.9704
ID_699827ec3,5.20054,9.87111,48.9655
ID_a9bc7f70c,29.8454,9.87099,47.5961
ID_3c650b291,-15.5189,9.87077,55.4801
ID_c89179341,-10.775,9.87064,58.7009
ID_bfe2868d4,-26.0398,9.87023,57.869
ID_dc63983f1,-11.4945,9.86952,60.5295
ID_567a39a77,-46.2151,9.86947,65.6323
ID_9fc79c156,18.226,9.86902,53.6756
ID_c3d5439b9,-26.896,9.869,61.2967
ID_420a8c141,-3.96725,9.86887,56.4565
ID_6541ca983,22.0699,9.86873,38.3563
ID_b596d0b27,12.8633,9.8687,46.7349
ID_36d0572f4,-27.8004,9.86851,60.053
ID_cc62c804a,-15.5171,9.86786,53.426
ID_0d787a39c,-20.8719,9.86779,60.7378
ID_4a3c64cf6,5.99425,9.86604,48.8032
ID_6b6a2fd07,-18.095,9.86581,57.2035
ID_4c8c3ca34,-30.1307,9.8653,66.7697
ID_fbadd0d08,-13.9519,9.86522,53.5989
ID_79a154a77,-9.62456,9.86519,55.8562
ID_e08c826f8,-16.0759,9.8649,52.3847
ID_66336cf99,15.6901,9.86483,46.9221
ID_0a5e3d3dc,11.6165,9.86449,48.6263
ID_abab83bd6,5.84686,9.86367,46.7816
ID_145df971b,15.3576,9.8633,46.6936
ID_7f13c4118,17.0232,9.8632,52.6112
ID_005254112,-18.3044,9.86319,59.2234
ID_9a4658606,5.40584,9.86235,48.738
ID_ed7aad9c9,13.0536,9.86219,46.0312
ID_f5be7adc7,12.5943,9.86167,47.325
ID_7ea77efdf,-2.51595,9.86127,62.5276
ID_424d8de4b,-43.171,9.86076,64.2743
ID_c6a294c15,-15.837,9.86048,47.264
ID_d454bda49,-24.9849,9.86043,61.747
ID_003a40ef3,-26.4744,9.86033,63.7006
ID_0645310c8,6.46784,9.86027,52.7324
ID_b20bed952,-25.269,9.85988,58.9662
ID_d30191d93,-22.5472,9.85975,58.5939
ID_ab673bcde,-11.4968,9.85953,51.3242
ID_c5e129806,-17.8126,9.85947,56.79
ID_7689dbfde,14.2654,9.85942,46.4062
ID_d6390f085,-10.1701,9.85894,54.3211
ID_2eb8d10ed,5.68115,9.8586,51.1429
ID_bbbee4bb0,-21.9667,9.85799,55.3789
ID_1961516e5,-15.4033,9.85742,54.1972
ID_70c054389,15.043,9.85733,51.7035
ID_42d0b564b,-33.6441,9.85733,60.305
ID_fa2998277,12.4867,9.85716,48.6883
ID_e467d99ce,-16.6208,9.85706,53.6385
ID_bc5841bad,-3.20745,9.85698,59.3286
ID_fd8b62447,-18.0469,9.85662,55.8696
ID_7b81dab6e,13.865,9.85636,47.9719
ID_1315cdbba,6.12326,9.8559,49.1679
ID_28f413fc7,30.762,9.85572,43.8848
ID_33544ba50,13.8199,9.85544,47.4459
ID_066750276,-5.97304,9.85509,54.7609
ID_e585587ef,-1.68484,9.85457,51.6593
ID_beaf86342,8.07831,9.85454,48.9375
ID_82f97f58d,-24.8496,9.8542,57.1138
ID_0bf811fba,16.1912,9.8538,43.3938
ID_915c68dd5,-18.9547,9.85363,58.7511
ID_1147db17f,-24.0462,9.85355,57.3555
ID_a08bc7b32,6.97414,9.85353,52.2072
ID_93a57aebf,2.6131,9.85325,53.3567
ID_3553e493e,-30.2267,9.85317,60.2445
ID_9a778d894,-5.20809,9.85277,57.3866
ID_4e4ef8d62,-2.17529,9.85222,56.2782
ID_5ec3ab8fa,11.8853,9.85173,47.1544
ID_fc4f2ea68,-27.1706,9.85123,57.5355
ID_4c6dd43f1,-7.05352,9.85012,54.1926
ID_2cbd0c5e9,18.4359,9.85012,48.1389
ID_5dc0d941d,25.1407,9.84954,52.6676
ID_6df73bc34,-15.4691,9.84892,52.1843
ID_9a2a51f1c,27.4158,9.84879,43.5643
ID_1321cd3d9,-25.2546,9.84878,57.8979
ID_3ea678dcc,-6.98822,9.84857,51.795
ID_e91f42875,-6.7028,9.84852,57.3029
ID_240918ae7,-1.03641,9.84819,52.1556
ID_4b76d0f7a,22.0552,9.84804,47.1021
ID_2bd12f688,-17.9244,9.84797,50.6692
ID_19df682ff,0.063829,9.8478,50.9773
ID_a1dded014,21.7294,9.84774,49.1754
ID_420a8c141,-1.21861,9.8476,56.3909
ID_47178980f,10.6361,9.84754,49.5806
ID_68c84eb99,16.5426,9.84707,49.3788
ID_4d3276ba9,-9.21982,9.8468,53.3099
ID_5f6526a36,-2.95336,9.84666,51.0863
ID_5708c1f07,-11.0331,9.84643,53.8355
ID_af92f1f77,11.1805,9.84527,49.4749
ID_d46e19ffb,-13.6632,9.84499,56.9251
ID_a74b40d1b,-4.1497,9.84492,51.2576
ID_422845f17,5.01112,9.84464,47.9743
ID_c31679c55,-7.94826,9.84437,53.7318
ID_8628215e3,14.5959,9.84431,42.5044
ID_69d554927,-1.29495,9.844,51.9805
ID_50d0e9451,17.3861,9.84353,46.1196
ID_cb5d35aee,21.9793,9.84349,46.3182
ID_335153534,23.8421,9.84276,47.126
ID_babaa22e7,-9.16144,9.84275,54.702
ID_e7e8d268f,-4.82238,9.84216,53.6142
ID_229a5f2ee,-39.2167,9.842,66.4043
ID_6106a0174,-19.5399,9.84195,57.5297
ID_6b1b20a14,4.73243,9.84175,53.6541
ID_fc3fb04dd,13.9194,9.8413,45.4267
ID_f1354858c,-30.9394,9.84118,69.5163
